name,price,price_tax,description,allergens,calories,carbohydrate,fat,fiber,protein,salt,sugar,is_seven_premium,category,small_category,url,image_url
７Ｐマーガリン入り黒糖ロール４個入,128.0,138.24,沖縄県産黒糖を使用した黒糖風味のパンにマーガリンを入れたロールパンです。,"卵,乳,小麦",140.0,17.5,6.9,0.5,2.3,0.27,17.0,True,パン・シリアル,パン・シリアル,https://www.sej.co.jp/products/a/item/290463/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/290463/19EE349909E4D34CF25375E2DBE4DB7D.jpg
７プレミアム牛乳寒天,198.0,213.84,風味豊かな北海道産牛乳を使用した、なめらかでくちどけの良い牛乳寒天です。,乳,111.0,17.2,3.7,0.7,2.6,0.07,16.5,True,生鮮,生鮮,https://www.sej.co.jp/products/a/item/250874/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/250874/C599A9851668AD1C43819DF77489E65C.jpg
７ザ・プライス小揚げ,88.0,95.04,お味噌汁やうどん・そばの具材として楽しめる、ふっくらとした油揚げです。,,377.0,1.8,34.4,1.3,23.4,0.01,0.5,True,生鮮,生鮮,https://www.sej.co.jp/products/a/item/251270/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/251270/F32F8688E75ED0F703DFBC70A9BEAB4D.jpg
７ザ・プライス小粒納豆,58.0,62.64,ふっくらとした食感の大豆がご飯に絡みやすい小粒納豆です。,,76.0,4.8,4.0,2.7,6.6,0.0,2.1,True,生鮮,生鮮,https://www.sej.co.jp/products/a/item/251292/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/251292/AA20671D66E4BF03C700CFFB4E225D79.jpg
７プレミアム寒天ゼリーカロリー０みかん味,128.0,138.24,「清見」という品種のみかん果汁を使用した、０キロカロリーの寒天ゼリーです。,,0.0,1.4,0.0,,0.0,0.14,,True,生鮮,生鮮,https://www.sej.co.jp/products/a/item/250344/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/250344/267568B408978A3FAED91A23CF041D07.jpg
鹿児島名物鶏飯,370.0,399.6,鹿児島県奄美地方の郷土料理を手軽に食べられるスープごはんです。,"卵,小麦",251.0,45.0,2.3,1.5,13.4,4.1,43.5,False,お弁当,チルド弁当,https://www.sej.co.jp/products/a/item/046207/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/046207/15F45E18DB3CD398707341595769F932.jpg
御飯,210.0,226.8,こだわりの釜でふっくら炊き上げたごはんです。,,340.0,76.4,1.6,1.4,5.6,0.09,75.0,False,お弁当,チルド弁当,https://www.sej.co.jp/products/a/item/046300/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/046300/ED4037971FF80C4802C742D94DFF5F99.jpg
一膳御飯おむすび昆布ご飯とツナマヨネーズ,198.0,213.84,旨みのあるだし飯に、人気の具材である昆布とツナマヨを入れたおにぎりです。,"卵,小麦",338.0,60.0,8.8,2.7,6.1,2.2,57.3,False,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/046269/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/046269/C8CD99DC39A8CC7326A7BD868D7F2A3D.jpg
静岡限定コク旨チャーハンおむすび,168.0,181.44,具材感があり、醤油ダレのコクを感じるチャーハンおむすびです。,"卵,乳,小麦",228.0,33.5,7.6,1.4,7.1,2.2,32.1,False,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/046291/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/046291/D292B92D72318A36E8FCB2CB570B1C01.jpg
香ばし炒め玉子チャーハンおむすび,138.0,149.04,原材料高騰の為、商品価格を変更しております。シンプルな味付けにすることで、玉子の旨味と香りを感じられるチャーハンおむすびです。,"卵,小麦",187.0,31.5,4.6,1.1,5.4,1.9,30.4,False,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/046313/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/046313/E578B841475AA9DF59547E41F6A18A1A.jpg
枝豆ごはんおむすび,138.0,149.04,こんぶとかつおのだし飯に枝豆を混ぜ込んだおむすびです。,"卵,小麦",190.0,39.1,2.2,2.4,4.7,1.7,36.7,False,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/046324/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/046324/B6585D3C6DBA747CBC34C1B83B330370.jpg
一膳御飯おむすび和風ツナマヨネーズ,198.0,213.84,ツナの混ぜご飯とツナマヨネーズ和えを組み合わせたおむすびです。,"卵,小麦",368.0,58.5,11.9,2.1,7.8,1.7,56.4,False,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/046335/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/046335/8E90C3756AC6FBDF5D4CD420D160E931.jpg
一膳御飯おむすびゆかり,188.0,203.04,だし飯にしそ風味が強い「ゆかり」を混ぜ込んだおむすびです。,,243.0,54.8,1.2,2.4,4.5,2.2,52.4,False,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/046352/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/046352/B29B369718E48F7B99076D0162F1DF03.jpg
７プレミアムミルクチョコクリームパン１個入,128.0,138.24,しっとり柔らかい食感の生地でミルク感のあるなめらかなチョコクリームを包みました。原材料の高騰により、税抜価格を１１８円から１２８円に変更させていただきます。,"卵,乳,小麦",295.0,46.3,9.7,2.3,6.7,0.6,44.0,True,パン・シリアル,パン・シリアル,https://www.sej.co.jp/products/a/item/303140/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/303140/32CF2FFD4DAC12163968972D66F7D703.jpg
７プレミアム木綿とうふ２００ｇＸ２Ｐ,98.0,105.84,大豆のうま味が風味ゆたかな木綿とうふ,,80.0,1.3,5.4,0.3,6.6,0.1,1.0,True,生鮮,生鮮,https://www.sej.co.jp/products/a/item/250354/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/250354/6B0848CA0CF473C4F0772672CA0C7D87.jpg
７プレミアム木綿とうふ２００ｇ×２,98.0,105.84,大豆の甘みとコクがしっかり感じる木綿とうふ小分けタイプ,,72.0,1.6,4.2,0.8,6.6,0.15,0.8,True,生鮮,生鮮,https://www.sej.co.jp/products/a/item/250624/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/250624/DF8344B922A545E6FB1F0EF8B716C77B.jpg
７プレミアム木綿とうふ２００ｇ×２Ｐ,98.0,105.84,大豆の甘みとコクがあり、旨みのある木綿とうふ,,69.0,3.1,3.7,0.6,6.2,0.1,2.5,True,生鮮,生鮮,https://www.sej.co.jp/products/a/item/250756/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/250756/7F481B7800070CBBAC78BA20CD55C670.jpg
７Ｐ国産大豆濃い絹豆腐２００ｇ×２,138.0,149.04,国産大豆を１００％使用した、大豆の甘みとコクがある濃厚な味わいの絹豆腐。,,58.0,2.6,3.1,0.4,5.2,0.02,2.2,True,生鮮,生鮮,https://www.sej.co.jp/products/a/item/251001/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/251001/C80DAA90A5A365B10161CED24BA8A09F.jpg
チーズバーガー,250.0,270.0,肉感のあるパティとチェダーチーズを合わせたチーズバーガー,"卵,乳,小麦",362.0,42.1,15.4,3.1,15.3,2.0,39.0,False,サンドイッチ・ロールパン,サンドイッチ・ロールパン,https://www.sej.co.jp/products/a/item/050853/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/050853/F74780F3BE1DFADD01965A26AB3DD584.jpg
小海老天まぶしおむすび,138.0,149.04,たれをまぶした御飯に揚玉と小海老揚げを混ぜこんだおにぎりです。,"卵,小麦,えび,かに",227.0,41.1,5.1,1.5,4.8,2.3,39.6,False,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/046099/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/046099/5C55328C1B4CAE9FF10481C5748D9C40.jpg
香ばし醤油の焼おにぎり,128.0,138.24,原材料高騰の為、商品価格を変更しております。醤油の芳醇な香りと香ばしさを味わえる焼おにぎりです。,小麦,196.0,44.5,0.8,1.8,3.5,1.2,42.7,False,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/046108/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/046108/6D43D0A1EFCC9C88602F509A6163A648.jpg
国産カリカリ梅おむすび,158.0,170.64,原材料高騰の為、商品価格を変更しております。カリカリ梅チップとかつおねり梅を混ぜ込んだ、さっぱりとした味付けのおにぎりです。,,178.0,39.8,1.1,1.8,3.2,2.7,38.0,False,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/046133/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/046133/000C1AA6C3CF75122C44EC2547F6587C.jpg
炙りベーコンおむすび（チーズマヨネーズ入）,198.0,213.84,表面に盛り付けたベーコンとチーズマヨネーズソースの相性が良いおむすびです。,"卵,乳,小麦",311.0,38.7,15.1,1.7,6.0,2.0,37.0,False,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/046138/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/046138/0997DCE8370A6038764C199C896C6D48.jpg
群馬県産舞茸使用五目おこわおむすび,158.0,170.64,群馬県産舞茸を使用し、きのこの風味と鶏肉の旨味のあるおこわのおむすびです。,小麦,190.0,36.5,2.9,1.3,5.1,1.8,35.2,False,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/046142/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/046142/47F4B3D9D0752C6EFBA5FF81A33E75BD.jpg
濃厚豚骨醤油御飯半熟煮玉子おむすび,178.0,192.24,濃厚豚骨スープを混ぜ込んだご飯と煮玉子を組み合わせたおむすびです。,"卵,小麦",211.0,32.9,6.4,1.5,6.3,1.8,31.4,False,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/046153/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/046153/DA3B3FC5BE549C2C5A597DC08ACC78DD.jpg
大きなコッペ練乳クリーム,168.0,181.44,,"卵,乳,小麦",477.0,66.1,19.1,2.0,11.2,1.0,64.1,True,パン・シリアル,パン・シリアル,https://www.sej.co.jp/products/a/item/303074/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/303074/38871198BFD0F76CF028ACEE02F77987.jpg
わたしの白いコッペカフェラテクリーム,138.0,149.04,ふんわり，しっとりとしたくちどけの良いパン生地に、ミルクとコーヒーを配合したカフェラテをイメージした菓子パンです。,"卵,乳,小麦",243.0,31.3,11.1,1.0,4.9,0.57,30.3,True,パン・シリアル,パン・シリアル,https://www.sej.co.jp/products/a/item/303110/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/303110/3011BA68A88A81D107B320C7AAF376AA.jpg
７Ｐラーメンスープ味噌,78.0,84.24,,小麦,214.0,14.2,14.4,1.9,7.8,7.3,12.3,True,生鮮,生鮮,https://www.sej.co.jp/products/a/item/250822/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/250822/865B7651C8E96D6C5EB4F3652D65FF26.jpg
７プレミアムソース焼そば３食入,148.0,159.84,もっちりとしたコシのある麺。スパイスが香る ソース感の強い旨味とコクのある粉末ソース付。,小麦,278.0,55.9,2.7,2.7,8.8,3.9,53.2,True,生鮮,生鮮,https://www.sej.co.jp/products/a/item/253434/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/253434/D5BAED76DB4CBE10488F060AC9B0F4D1.jpg
７プレミアム北海道産小麦塩分ゼロうどん,168.0,181.44,北海道産小麦を１００％使用した食塩不使用のうどんです。,小麦,225.0,50.2,0.7,1.8,5.4,0.0,48.4,True,生鮮,生鮮,https://www.sej.co.jp/products/a/item/250760/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/250760/866E13B966C55D6B0326BE92E188CC1B.jpg
ブリトーバターチキンカレー,280.0,302.4,濃厚でマイルドな辛味のバターチキンカレーにモッツァレラチーズを合わせてもちもち生地で包みました。,"卵,乳,小麦",292.0,30.3,12.9,1.5,14.3,1.3,28.8,False,サンドイッチ・ロールパン,サンドイッチ・ロールパン,https://www.sej.co.jp/products/a/item/052622/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052622/06AEC6901CE702F191E319F37BB88AED.jpg
７プレミアムソース焼そば（３食入）,138.0,149.04,濃厚な粉末ソースが食欲をそそる３食タイプのソース焼そばです。,小麦,252.0,49.1,3.2,3.2,7.6,3.2,45.9,True,生鮮,生鮮,https://www.sej.co.jp/products/a/item/250001/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/250001/C5DA8D2BF8305946BEF1E7F0CB94526F.jpg
ブリトーモッツァレラとトマトのマルゲリ－タ,280.0,302.4,原料高騰により、推奨売価（税抜）２７０円から２８０円に変更します。バジルが香るトマトのソースにモッツァレラチーズを合わせてもちもち生地で包みました。,"卵,乳,小麦",261.0,31.1,9.9,1.8,12.8,1.0,29.3,False,サンドイッチ・ロールパン,サンドイッチ・ロールパン,https://www.sej.co.jp/products/a/item/052815/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052815/3DDA72741014F94E835D0D22AA2F3557.jpg
濃厚豚骨醤油御飯半熟煮玉子おむすび,178.0,192.24,濃厚豚骨スープを混ぜ込んだご飯と煮玉子を組み合わせたおむすびです。,"卵,小麦",211.0,32.9,6.4,1.5,6.3,1.8,31.4,False,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/045873/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/045873/43499BAC30FB0B36427BD1959FBDEFC1.jpg
混ぜ飯おむすび辛子高菜（九州産高菜使用）,148.0,159.84,九州産高菜をラー油・ごま油で炒めてご飯に混ぜ込んだおむすびです。,小麦,196.0,37.7,3.8,2.3,3.8,2.5,35.4,False,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/045971/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/045971/9066D580035472E432E384FA653D8033.jpg
焼つくねおむすび華味鳥使用,168.0,181.44,地区で馴染み深い「焼つくね」のおむすびです。,"卵,乳,小麦",269.0,33.9,11.9,1.4,7.2,1.7,32.5,False,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/045975/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/045975/755C8F24852557B9D68A6CB170092875.jpg
あらびきソーセージおむすび,180.0,194.4,ソーセージとマヨネーズとペッパーライスを組み合わせた食べ応えのあるおむすびです。,"卵,乳,小麦",301.0,35.3,15.6,1.4,5.5,1.8,33.9,False,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/045976/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/045976/F56004E8A3AAD271D5B36FD3B6463DE0.jpg
７プレミアムサクサクで香ばしいあげ玉,118.0,127.44,玉ねぎ風味豊かな大つぶと小つぶの揚玉です。うどんやそばのトッピングとして使用いただけます。原材料高騰の為、売価を１１８円に変更させていただきます。,"卵,小麦,えび",328.0,18.8,27.0,1.1,3.1,0.3,17.7,True,生鮮,生鮮,https://www.sej.co.jp/products/a/item/250845/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/250845/CEC4935DCA4CF23F1A67C9BA8F136098.jpg
７プレミアムソース焼そば３食,178.0,192.24,もっちりとした弾力のある麺と、スパイスが香る粉末ソースがセットになった３食入りの焼そばです。,小麦,262.0,53.1,2.6,,8.0,3.5,,True,生鮮,生鮮,https://www.sej.co.jp/products/a/item/250639/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/250639/EFB719CAA9A7E53ACF355DE4187AD08C.jpg
